Type;Identification;Field;Locale;Market;Status;Default content;Translated content
PRODUCT;'JO837JAM;body_html;fi;;;"Inspiraationsa Juice Leskisen Syksyn sävelestä saanut Ja minä olen viljaa -teos kuvastaa sitä kuinka me kaikki olemme kuin viljaa: joskus maan kultaa ja toisinaan kypsää kuin talteen korjattava sato. 

Laadukkaassa kotimaisessa koivuviiluleikkuulaudassa on kaunis mattapinta ja voit yhdistää sen kauniiseen keittiöpyyhkeeseen. 

• Suomalaista koivuviilua
• Koko: 30 x 20 cm
• Suositellaan käsinpesua
• Suomalainen design ja valmistus
• Suunnittelija: Johanna Oras";"Inspiraationsa Juice Leskisen Syksyn sävelestä saanut Ja minä olen viljaa -teos kuvastaa sitä kuinka me kaikki olemme kuin viljaa: joskus maan kultaa ja toisinaan kypsää kuin talteen korjattava sato. 

Laadukkaassa kotimaisessa koivuviiluleikkuulaudassa on kaunis mattapinta ja voit yhdistää sen kauniiseen keittiöpyyhkeeseen. 

• Suomalaista koivuviilua
• Koko: 30 x 20 cm
• Suositellaan käsinpesua
• Suomalainen design ja valmistus
• Suunnittelija: Johanna Oras"
PRODUCT;'JO837K;title;fi;;;KALLARY LEIKKUULAUTA;Kallary Leikkuulauta
PRODUCT;'JO837K;body_html;fi;;;"Kallary-tuotteet ovat samanaikaisesti sekä mielenkiintoa herättäviä, lumoavia sisustuselementtejä, että kauniita taideteoksia. Kallary yhdistää luonnon ja inhimillisyyden ja kuosissa voi nähdä yhdistelmän intohimoa, ihmisyyttä ja eksistenssin voimaa.

Laadukas kotimainen leikkuulauta on koivuviilua ja voit yhdistää sen kauniiseen keittiöpyyhkeeseen tai ekologiseen sieniliinaan.

• Suomalaista koivuviilua
• Koko: 20 x 30 cm
• Suositellaan käsinpesua
• Suomalainen design ja valmistus
• Suunnittelija: Johanna Oras";"Kallary-tuotteet ovat samanaikaisesti sekä mielenkiintoa herättäviä, lumoavia sisustuselementtejä, että kauniita taideteoksia. Kallary yhdistää luonnon ja inhimillisyyden ja kuosissa voi nähdä yhdistelmän intohimoa, ihmisyyttä ja eksistenssin voimaa.

Laadukas kotimainen leikkuulauta on koivuviilua ja voit yhdistää sen kauniiseen keittiöpyyhkeeseen tai ekologiseen sieniliinaan.

• Suomalaista koivuviilua
• Koko: 20 x 30 cm
• Suositellaan käsinpesua
• Suomalainen design ja valmistus
• Suunnittelija: Johanna Oras"
PRODUCT;'JO837MAA;title;fi;;;MAAGINEN HETKI LEIKKUULAUTA;Maaginen Hetki Leikkuulauta
PRODUCT;'JO837MAA;body_html;fi;;;"Luonnon kiertokulku, luonnon maaginen hetki, on kaiken elämän alkulähde.

Laadukas kotimainen leikkuulauta on koivuviilua ja voit yhdistää sen kauniiseen keittiöpyyhkeeseen tai ekologiseen sieniliinaan.

• Suomalaista koivuviilua
• Koko: 20 x 30 cm
• Suositellaan käsinpesua
• Suomalainen design ja valmistus
• Suunnittelija: Johanna Oras";"Luonnon kiertokulku, luonnon maaginen hetki, on kaiken elämän alkulähde.

Laadukas kotimainen leikkuulauta on koivuviilua ja voit yhdistää sen kauniiseen keittiöpyyhkeeseen tai ekologiseen sieniliinaan.

• Suomalaista koivuviilua
• Koko: 20 x 30 cm
• Suositellaan käsinpesua
• Suomalainen design ja valmistus
• Suunnittelija: Johanna Oras"
PRODUCT;'JO839K;title;fi;;;KALLARY MUOTOILTU LEIKKUULAUTA;Kallary Muotoiltu Leikkuulauta
PRODUCT;'JO839K;body_html;fi;;;"Kallary-tuotteet ovat samanaikaisesti sekä mielenkiintoa herättäviä, lumoavia sisustuselementtejä, että kauniita taideteoksia. Kallary yhdistää luonnon ja inhimillisyyden ja kuosissa voi nähdä yhdistelmän intohimoa, ihmisyyttä ja eksistenssin voimaa.

Laadukas kotimainen leikkuulauta on koivuviilua ja voit yhdistää sen kauniiseen keittiöpyyhkeeseen.

• Suomalaista koivuviilua
• Koko: 20 x 30 cm
• Suositellaan käsinpesua
• Suomalainen design ja valmistus
• Suunnittelija: Johanna Oras";"Kallary-tuotteet ovat samanaikaisesti sekä mielenkiintoa herättäviä, lumoavia sisustuselementtejä, että kauniita taideteoksia. Kallary yhdistää luonnon ja inhimillisyyden ja kuosissa voi nähdä yhdistelmän intohimoa, ihmisyyttä ja eksistenssin voimaa.

Laadukas kotimainen leikkuulauta on koivuviilua ja voit yhdistää sen kauniiseen keittiöpyyhkeeseen.

• Suomalaista koivuviilua
• Koko: 20 x 30 cm
• Suositellaan käsinpesua
• Suomalainen design ja valmistus
• Suunnittelija: Johanna Oras"
PRODUCT;'JO841MET;title;fi;;;METSÄN HENKI TARJOILU-/LEIKKUULAUTA;MetsäN Henki Tarjoilu-/Leikkuulauta
PRODUCT;'JO841MET;body_html;fi;;;"Mystinen Metsän henki -teos on syntynyt Johanna Oraksen siveltimestä. Maaginen metsä ja sen kuningas, hirvi, kertovat kiehtovaa tarinaa metsiemme ehtymättömästä lumovoimasta. 

Iso 43 cm pitkä leikkuulauta on kotimaista koivuviilua ja sopii kokonsa puolesta myös esimerkiksi kalan tai juustojen tarjoiluun. Yhdistä leikkuulauta kauniiseen keittiöpyyhkeeseen.

• Suomalaista koivuviilua
• Koko: 43 x 22 cm
• Suositellaan käsinpesua
• Suomalainen design ja valmistus
• Suunnittelija: Johanna Oras";"Mystinen Metsän henki -teos on syntynyt Johanna Oraksen siveltimestä. Maaginen metsä ja sen kuningas, hirvi, kertovat kiehtovaa tarinaa metsiemme ehtymättömästä lumovoimasta. 

Iso 43 cm pitkä leikkuulauta on kotimaista koivuviilua ja sopii kokonsa puolesta myös esimerkiksi kalan tai juustojen tarjoiluun. Yhdistä leikkuulauta kauniiseen keittiöpyyhkeeseen.

• Suomalaista koivuviilua
• Koko: 43 x 22 cm
• Suositellaan käsinpesua
• Suomalainen design ja valmistus
• Suunnittelija: Johanna Oras"
PRODUCT;'JO902K;title;fi;;;KALLARY 2-OSAINEN PUSSILAKANASETTI 60/60;Kallary 2-Osainen Pussilakanasetti 60/60
PRODUCT;'JO902K;body_html;fi;;;"Kallary-tuotteet ovat samanaikaisesti sekä mielenkiintoa herättäviä, lumoavia sisustuselementtejä, että kauniita taideteoksia. Kallary yhdistää luonnon ja inhimillisyyden ja kuosissa voi nähdä yhdistelmän intohimoa, ihmisyyttä ja eksistenssin voimaa.

Laadukas Kallary-pussilakanasetti on valmistettu entistä tiiviimmästä ja paksummasta puuvillasatiinimateriaalista. 

• 100 % kampapuuvillasatiinia
• Kankaan paksuus n.120 g/m²
• Lankaluku 60/60
• Pussilakanan koko: 150 x 210 cm
• Tyynyliinan koko: 50 x 60 cm
• Pussilakanan ja tyynyliinan molemmat puolet painettuina
• Myydään settinä
• Suositellaan 60ºC pesua
• Suomalainen design
• Suunnittelija: Johanna Oras
• Valmistusmaa Turkki
• Tullikoodi 6302210089";"Kallary-tuotteet ovat samanaikaisesti sekä mielenkiintoa herättäviä, lumoavia sisustuselementtejä, että kauniita taideteoksia. Kallary yhdistää luonnon ja inhimillisyyden ja kuosissa voi nähdä yhdistelmän intohimoa, ihmisyyttä ja eksistenssin voimaa.

Laadukas Kallary-pussilakanasetti on valmistettu entistä tiiviimmästä ja paksummasta puuvillasatiinimateriaalista. 

• 100 % kampapuuvillasatiinia
• Kankaan paksuus n.120 g/m²
• Lankaluku 60/60
• Pussilakanan koko: 150 x 210 cm
• Tyynyliinan koko: 50 x 60 cm
• Pussilakanan ja tyynyliinan molemmat puolet painettuina
• Myydään settinä
• Suositellaan 60ºC pesua
• Suomalainen design
• Suunnittelija: Johanna Oras
• Valmistusmaa Turkki
• Tullikoodi 6302210089"
PRODUCT;'JOTA0003MAG;title;fi;;;MAGICAL WORLD TARJOTIN;Magical World Tarjotin
PRODUCT;'JOTA0003MAG;body_html;fi;;;"Magical World muistuttaa talven aistikkaasta tunnelmasta. Asetelman maagisuus piilee yksityiskohtien leikissä, jossa voi nähdä tuhansia tarinoita. Kuva on osa Johanna Oraksen upeasta teoksesta Magical World of Still Life.

Laadukkaan kotimaisen koivuviilutarjottimen voi yhdistää kauniiseen keittiöpyyhkeeseen tai ekologiseen sieniliinaan.

• Suomalaista koivuviilua
• Halkaisija: 40 cm
• Suositellaan käsinpesua
• Suomalainen design ja valmistus
• Suunnittelija: Johanna Oras";"Magical World muistuttaa talven aistikkaasta tunnelmasta. Asetelman maagisuus piilee yksityiskohtien leikissä, jossa voi nähdä tuhansia tarinoita. Kuva on osa Johanna Oraksen upeasta teoksesta Magical World of Still Life.

Laadukkaan kotimaisen koivuviilutarjottimen voi yhdistää kauniiseen keittiöpyyhkeeseen tai ekologiseen sieniliinaan.

• Suomalaista koivuviilua
• Halkaisija: 40 cm
• Suositellaan käsinpesua
• Suomalainen design ja valmistus
• Suunnittelija: Johanna Oras"
PRODUCT;'JOTA0005K;title;fi;;;KALLARY NON-SLIP TARJOTIN;Kallary Non-Slip Tarjotin
PRODUCT;'JOTA0005K;body_html;fi;;;"Kallary-tuotteet ovat samanaikaisesti sekä mielenkiintoa herättäviä, lumoavia sisustuselementtejä, että kauniita taideteoksia. Kallary yhdistää luonnon ja inhimillisyyden ja kuosissa voi nähdä yhdistelmän intohimoa, ihmisyyttä ja eksistenssin voimaa.

Laadukkaan koivuviilutarjottimen Non-slip -pinnoite estää astioiden liukumisen kannettaessa. Yhdistä tarjotin kauniiseen pellavaiseen keittiöpyyhkeeseen tai ekologiseen sieniliinaan.

• Suomalaista koivuviilua
• Koko: 42 x 32 cm
• Suositellaan käsinpesua
• Suomalainen design ja valmistus
• Suunnittelija: Johanna Oras";"Kallary-tuotteet ovat samanaikaisesti sekä mielenkiintoa herättäviä, lumoavia sisustuselementtejä, että kauniita taideteoksia. Kallary yhdistää luonnon ja inhimillisyyden ja kuosissa voi nähdä yhdistelmän intohimoa, ihmisyyttä ja eksistenssin voimaa.

Laadukkaan koivuviilutarjottimen Non-slip -pinnoite estää astioiden liukumisen kannettaessa. Yhdistä tarjotin kauniiseen pellavaiseen keittiöpyyhkeeseen tai ekologiseen sieniliinaan.

• Suomalaista koivuviilua
• Koko: 42 x 32 cm
• Suositellaan käsinpesua
• Suomalainen design ja valmistus
• Suunnittelija: Johanna Oras"
PRODUCT;'JR838;title;fi;;;BOLERO TARJOILU-/LEIKKUULAUTA;Bolero Tarjoilu-/Leikkuulauta
PRODUCT;'JR838;body_html;fi;;;"Iso 43 cm pitkä leikkuulauta, joka kokonsa puolesta sopii myös esimerkiksi kalan tai juustojen tarjoiluun.

Jukka Rintalan Bolero-teos on syntynyt vuonna 2006 Maurice Ravelin Bolero-sävellyksen innoittamana. Teos kuvaa rakennuksien ja porttien kuoseja.

• Suomalaista koivuviilua
• Koko: 43 x 22 cm
• Suositellaan käsinpesua
• Suomalainen design ja valmistus
• Suunnittelija: Jukka Rintala";"Iso 43 cm pitkä leikkuulauta, joka kokonsa puolesta sopii myös esimerkiksi kalan tai juustojen tarjoiluun.

Jukka Rintalan Bolero-teos on syntynyt vuonna 2006 Maurice Ravelin Bolero-sävellyksen innoittamana. Teos kuvaa rakennuksien ja porttien kuoseja.

• Suomalaista koivuviilua
• Koko: 43 x 22 cm
• Suositellaan käsinpesua
• Suomalainen design ja valmistus
• Suunnittelija: Jukka Rintala"
PRODUCT;'JR840;title;fi;;;NIITTY KEITTIÖPYYHE;Niitty KeittiöPyyhe
PRODUCT;'JR840;body_html;fi;;;"Laadukas kotimainen Jukka Rintalan keittiöpyyhe sopii niin astiapyyhkeeksi kuin leivinliinaksikin.

• 45 % pellavaa, 55 % puuvillaa
• Koko: 65 x 45 cm
• Ripustuslenkki pitkällä sivulla
• Kutistuvuus n. 3 %
• Kuosittelu kosteana
• Suositellaan 60ºC pesua, joka pitää painovärit kirkkaina
• Suomalainen design ja valmistus
• Suunnittelija: Jukka Rintala";"Laadukas kotimainen Jukka Rintalan keittiöpyyhe sopii niin astiapyyhkeeksi kuin leivinliinaksikin.

• 45 % pellavaa, 55 % puuvillaa
• Koko: 65 x 45 cm
• Ripustuslenkki pitkällä sivulla
• Kutistuvuus n. 3 %
• Kuosittelu kosteana
• Suositellaan 60ºC pesua, joka pitää painovärit kirkkaina
• Suomalainen design ja valmistus
• Suunnittelija: Jukka Rintala"
PRODUCT;'JR844;title;fi;;;BOLERO TARJOTIN;Bolero Tarjotin
PRODUCT;'JR844;body_html;fi;;;"Kotimainen Bolero-tarjotin on valmistettu käsityönä koivuviilusta ympäristöystävällisiä menetelmiä käyttäen. Kaunis mattapainatus. 

Jukka Rintalan Bolero-teos on syntynyt vuonna 2006 Maurice Ravelin Bolero-sävellyksen innoittamana. Teos kuvaa rakennuksien ja porttien kuoseja.

• Suomalaista koivuviilua
• Koko: 27 x 20 cm
• Suositellaan käsinpesua
• Suomalainen design ja valmistus
• Suunnittelija: Jukka Rintala";"Kotimainen Bolero-tarjotin on valmistettu käsityönä koivuviilusta ympäristöystävällisiä menetelmiä käyttäen. Kaunis mattapainatus. 

Jukka Rintalan Bolero-teos on syntynyt vuonna 2006 Maurice Ravelin Bolero-sävellyksen innoittamana. Teos kuvaa rakennuksien ja porttien kuoseja.

• Suomalaista koivuviilua
• Koko: 27 x 20 cm
• Suositellaan käsinpesua
• Suomalainen design ja valmistus
• Suunnittelija: Jukka Rintala"
PRODUCT;'JRB839;title;fi;;;BLUE MOMENT LEIKKUULAUTA;Blue Moment Leikkuulauta
PRODUCT;'JRB839;body_html;fi;;;"Kotimainen Blue Moment-leikkuulauta on valmistettu käsityönä ympäristöystävällisiä menetelmiä käyttäen.

• Suomalaista koivuviilua
• Koko: 20 x 30 cm
• Suositellaan käsinpesua
• Suomalainen design ja valmistus
• Suunnittelija: Jukka Rintala";"Kotimainen Blue Moment-leikkuulauta on valmistettu käsityönä ympäristöystävällisiä menetelmiä käyttäen.

• Suomalaista koivuviilua
• Koko: 20 x 30 cm
• Suositellaan käsinpesua
• Suomalainen design ja valmistus
• Suunnittelija: Jukka Rintala"
PRODUCT;'JRB841;title;fi;;;BLUE MOMENT NON-SLIP TARJOTIN;Blue Moment Non-Slip Tarjotin
PRODUCT;'JRB841;body_html;fi;;;"Kotimaisen tarjottimen non-slip -pinnoite estää astioiden liukumisen kannettaessa.

• Suomalaista koivuviilua
• Koko: 42 x 32 cm
• Suositellaan käsinpesua
• Suomalainen design ja valmistus
• Suunnittelija: Jukka Rintala";"Kotimaisen tarjottimen non-slip -pinnoite estää astioiden liukumisen kannettaessa.

• Suomalaista koivuviilua
• Koko: 42 x 32 cm
• Suositellaan käsinpesua
• Suomalainen design ja valmistus
• Suunnittelija: Jukka Rintala"
PRODUCT;'JRTA0003;title;fi;;;NIITTY TARJOTIN/LEIPÄLAUTANEN;Niitty Tarjotin/LeipäLautanen
PRODUCT;'JRTA0003;body_html;fi;;;"Suosittu kotimainen pikkutarjotin Jukka Rintalan hurmaavalla Niitty-kuosilla.

• Suomalaista koivuviilua
• Koko: 27 x 13 cm
• Suositellaan käsinpesua
• Suomalainen design ja valmistus
• Suunnittelija: Jukka Rintala";"Suosittu kotimainen pikkutarjotin Jukka Rintalan hurmaavalla Niitty-kuosilla.

• Suomalaista koivuviilua
• Koko: 27 x 13 cm
• Suositellaan käsinpesua
• Suomalainen design ja valmistus
• Suunnittelija: Jukka Rintala"
PRODUCT;'JRTA0005;title;fi;;;VIOLA TARJOTIN;Viola Tarjotin
PRODUCT;'JRTA0005;body_html;fi;;;"Laadukas kotimainen koivuviilutarjotin, jossa Jukka Rintalan Viola-kuosi. 

• Suomalaista koivuvaneria
• Halkaisija: 35 cm
• Suositellaan käsinpesua
• Suomalainen design ja valmistus
• Suunnittelija: Jukka Rintala";"Laadukas kotimainen koivuviilutarjotin, jossa Jukka Rintalan Viola-kuosi. 

• Suomalaista koivuvaneria
• Halkaisija: 35 cm
• Suositellaan käsinpesua
• Suomalainen design ja valmistus
• Suunnittelija: Jukka Rintala"
PRODUCT;'KK90019+KK90002;title;fi;;;KIULU+KAUHA;Kiulu+Kauha
PRODUCT;'KK90019+KK90002;body_html;fi;;;"KOLO Kiulu ja Kauha ovat erottamattomia. Siksi ne myös pakataan yhteen. Kauha toimii kiulun kantokahvana ja ilman kiulua ei kauhalla olisi paikkaa, jossa maata. Ne eivät tee saunomisesta ikimuistoista, loista pimeässä tai tuoksu millekään. Sen kuitenkin takaamme, että kiulumme ei vuoda ja kauhamme kantaa.

• Alumiinia, kauhan varsi bambua
• Kiulun mitat: korkeus 20 cm ja halkaisija 24 cm
• Kiulun tilavuus 5 litraa
• Kauhan mitat: korkeus 4,5 cm, halkaisija 9,5 cm, kokonaispituus 41 cm
• Valmistusmaa Kiina
• Tullikoodi 76169990";"KOLO Kiulu ja Kauha ovat erottamattomia. Siksi ne myös pakataan yhteen. Kauha toimii kiulun kantokahvana ja ilman kiulua ei kauhalla olisi paikkaa, jossa maata. Ne eivät tee saunomisesta ikimuistoista, loista pimeässä tai tuoksu millekään. Sen kuitenkin takaamme, että kiulumme ei vuoda ja kauhamme kantaa.

• Alumiinia, kauhan varsi bambua
• Kiulun mitat: korkeus 20 cm ja halkaisija 24 cm
• Kiulun tilavuus 5 litraa
• Kauhan mitat: korkeus 4,5 cm, halkaisija 9,5 cm, kokonaispituus 41 cm
• Valmistusmaa Kiina
• Tullikoodi 76169990"
PRODUCT;'KK90071+KK90064;title;fi;;;MITTARI;Mittari
PRODUCT;'KK90071+KK90064;body_html;fi;;;"Tämä on Mittari, joka saunaan ripustettuna näyttää sen lämpötilan. Muuta se ei sitten teekään.

• Alumiinia
• Paino: 93 g
• Halkaisija 14 cm, paksuus 2 mm
• Valmistusmaa Kiina
• Tullikoodi 76169990";"Tämä on Mittari, joka saunaan ripustettuna näyttää sen lämpötilan. Muuta se ei sitten teekään.

• Alumiinia
• Paino: 93 g
• Halkaisija 14 cm, paksuus 2 mm
• Valmistusmaa Kiina
• Tullikoodi 76169990"
PRODUCT;'KK90088;title;fi;;;HARJA BAMBU;Harja Bambu
PRODUCT;'KK90088;body_html;fi;;;"Tämä tuote ei sisällä ainoatakaan innovaatiota tai läpimurtoa. Päätettiin vain tehdä kylpyharja, joka sopisi jokaiseen käteen, tuntuisi hyvältä ja pesisi puhtaaksi. Ja sellainen siitä tuli.

• Bambua, harjakset polypropeiinia
• Paino: 140 g
• Halkaisija 12 cm, korkeus 4 cm
• Valmistusmaa Kiina
• Tullikoodi 96039099";"Tämä tuote ei sisällä ainoatakaan innovaatiota tai läpimurtoa. Päätettiin vain tehdä kylpyharja, joka sopisi jokaiseen käteen, tuntuisi hyvältä ja pesisi puhtaaksi. Ja sellainen siitä tuli.

• Bambua, harjakset polypropeiinia
• Paino: 140 g
• Halkaisija 12 cm, korkeus 4 cm
• Valmistusmaa Kiina
• Tullikoodi 96039099"
PRODUCT;'KOAAR;title;fi;;;AARHUS LASTEN HUOMIOLIIVI;Aarhus Lasten Huomioliivi
PRODUCT;'KOAAR;body_html;fi;;;"KW100
Värikkäät huomioliivit perheen pienimmille.

• 100 % polyesteriä
• 120 g/m²
• Kaksi 5 cm leveää heijastinta vyötäröllä
• Tarrasäätö
• Fluorescent Orange, Fluorescent Yellow, Neon Pink ja Neon Green: EN17353:2020 AB3 sertifikaatti
• Muut värit: EN17353:2020 B3 sertifikaatti
• Valmistusmaa Kiina
• Tullikoodi 61103091

Koot: XXS - S

HUOM! Mitoitus erilainen kuin Resultin huomioliiveissä, katso tuotemitat.";"KW100
Värikkäät huomioliivit perheen pienimmille.

• 100 % polyesteriä
• 120 g/m²
• Kaksi 5 cm leveää heijastinta vyötäröllä
• Tarrasäätö
• Fluorescent Orange, Fluorescent Yellow, Neon Pink ja Neon Green: EN17353:2020 AB3 sertifikaatti
• Muut värit: EN17353:2020 B3 sertifikaatti
• Valmistusmaa Kiina
• Tullikoodi 61103091

Koot: XXS - S

HUOM! Mitoitus erilainen kuin Resultin huomioliiveissä, katso tuotemitat.

<div class="size-table">
<h3 style="background-color: #666; color: white; padding: 10px; margin: 0; border-radius: 5px 5px 0 0;">Kokotaulukko</h3>
<div style="background: linear-gradient(to bottom, #f8f8f8 0%, #f8f8f8 50%, white 50%, white 100%);">
<table>
<tr>
<td>Koko</td>
<td>Leveys*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>XXS/3-4v</td>
<td>38</td>
<td>45</td>
</tr>
<tr>
<td>XS/4-6v</td>
<td>42</td>
<td>50</td>
</tr>
<tr>
<td>S/7-12v</td>
<td>46</td>
<td>55</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>2</td>
<td>2</td>
</tr>
</table>
<p>* Leveys mitattu tuotteen reunasta reunaan kainalon kohdalta</p>
<p>** Pituus mitattu selkäpuolelta, korkeimmasta kohdasta helmaan</p>
<p></p>
</div>
</div>"
PRODUCT;'KOATH;title;fi;;;ATHENS HUOMIOLIIVI;Athens Huomioliivi
PRODUCT;'KOATH;body_html;fi;;;"KXEXQ
Monitoimiliivi vetoketjukiinnityksellä.

• 100 % polyesteriä
• Verkko 120 g/m², kangas 130 g/m²
• EN 17353:2020 B3 -sertifikaatti
• Oranssi myös GO/RT 3279 -standardin mukainen
• Henkilökorttitasku, radiotasku, D-koukku
• 5 cm leveät heijastinnauhat
• Kaksi tarralla suljettavaa etutaskua
• Vetoketjukiinnitys
• Valmistusmaa Kiina
• Tullikoodi 61103091

Koot: S - 5XL

HUOM! Mitoitus erilainen kuin Resultin huomioliiveissä, katso tuotemitat.";"KXEXQ
Monitoimiliivi vetoketjukiinnityksellä.

• 100 % polyesteriä
• Verkko 120 g/m², kangas 130 g/m²
• EN 17353:2020 B3 -sertifikaatti
• Oranssi myös GO/RT 3279 -standardin mukainen
• Henkilökorttitasku, radiotasku, D-koukku
• 5 cm leveät heijastinnauhat
• Kaksi tarralla suljettavaa etutaskua
• Vetoketjukiinnitys
• Valmistusmaa Kiina
• Tullikoodi 61103091

Koot: S - 5XL

HUOM! Mitoitus erilainen kuin Resultin huomioliiveissä, katso tuotemitat.

<div class="size-table">
<h3 style="background-color: #666; color: white; padding: 10px; margin: 0; border-radius: 5px 5px 0 0;">Kokotaulukko</h3>
<div style="background: linear-gradient(to bottom, #f8f8f8 0%, #f8f8f8 50%, white 50%, white 100%);">
<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>50</td>
<td>60</td>
</tr>
<tr>
<td>M</td>
<td>54</td>
<td>63</td>
</tr>
<tr>
<td>L</td>
<td>58</td>
<td>66</td>
</tr>
<tr>
<td>XL</td>
<td>62</td>
<td>68</td>
</tr>
<tr>
<td>XXL</td>
<td>67</td>
<td>70</td>
</tr>
<tr>
<td>3XL</td>
<td>70</td>
<td>71</td>
</tr>
<tr>
<td>4XL</td>
<td>74</td>
<td>73</td>
</tr>
<tr>
<td>5XL</td>
<td>78</td>
<td>75</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>2</td>
<td>2</td>
</tr>
</table>
<p>* Leveys mitattu kainalon kohdalta reunasta reunaan</p>
<p>** Pituus mitattu selkäpuolelta niskasta helmaan</p>
</div>
</div>"
PRODUCT;'KOBON;title;fi;;;BONN TACTICAL HUOMIOLIIVI;Bonn Tactical Huomioliivi
PRODUCT;'KOBON;body_html;fi;;;"KXTAC

• 100 % 600D Oxford polyesteriä
• Paino: 220 g/m²
• Neljä 5 cm levyistä heijastinnauhaa vyötäröllä sekä olalla
• Vetoketju- ja tarrakiinnitys
• Edessä neljä taskua sekä tasku henkilökortille
• Sivuilla kolme säätöhihnaa
• Tuplatarrat olkapäillä säätöä varten
• Takana tarralla kiinnitettävä merkkipohja, 9 x 25 cm
• Ripustuslenkki
• Valmistusmaa Kiina
• Tullikoodi 61143000";"KXTAC

• 100 % 600D Oxford polyesteriä
• Paino: 220 g/m²
• Neljä 5 cm levyistä heijastinnauhaa vyötäröllä sekä olalla
• Vetoketju- ja tarrakiinnitys
• Edessä neljä taskua sekä tasku henkilökortille
• Sivuilla kolme säätöhihnaa
• Tuplatarrat olkapäillä säätöä varten
• Takana tarralla kiinnitettävä merkkipohja, 9 x 25 cm
• Ripustuslenkki
• Valmistusmaa Kiina
• Tullikoodi 61143000

<div class="size-table">
<h3 style="background-color: #666; color: white; padding: 10px; margin: 0; border-radius: 5px 5px 0 0;">Kokotaulukko</h3>
<div style="background: linear-gradient(to bottom, #f8f8f8 0%, #f8f8f8 50%, white 50%, white 100%);">
<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>M/XL</td>
<td>67,5</td>
<td>63</td>
</tr>
<tr>
<td>XXL/4XL</td>
<td>81</td>
<td>73</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>2</td>
<td>2</td>
</tr>
</table>
<p>* Leveys mitattu kainalon kohdalta reunasta reunaan</p>
<p>** Pituus mitattu selkäpuolelta niskasta helmaan</p>
</div>
</div>"
