title,Translated content,size_table
"Naisten Denim Kauluspaita","• 100 % puuvilladenimiä
• Paino: 155 g/m²
• Messinginväriset napit
• Kontrastitikkaukset
• Kaksi rintataskua
• Pyöristetty helma
• Muoto-ompeleet
• Pestävä samansävyisten tuotteiden kanssa
• Vältettävä kosketusta vaaleiden tekstiilien kanssa
• Valmistusmaa Bangladesh
• Tullikoodi 6206300090

Koot: XS - 3XL","<table>
<tr>
<td>Koko</td>
<td>Kauluksen koko cm</td>
<td>Paidan leveys cm</td>
<td>Paidan selkäpituus cm</td>
</tr>
<tr>
<td>XS</td>
<td>40</td>
<td>46</td>
<td>65</td>
</tr>
<tr>
<td>S</td>
<td>41,5</td>
<td>48,5</td>
<td>66</td>
</tr>
<tr>
<td>M</td>
<td>43</td>
<td>51</td>
<td>67</td>
</tr>
<tr>
<td>L</td>
<td>44,5</td>
<td>53,5</td>
<td>68</td>
</tr>
<tr>
<td>XL</td>
<td>46</td>
<td>56</td>
<td>69</td>
</tr>
<tr>
<td>XXL</td>
<td>47,5</td>
<td>58,5</td>
<td>70</td>
</tr>
<tr>
<td>3XL</td>
<td>49</td>
<td>61</td>
<td>71</td>
</tr>
<tr>
<td>Tol+/-</td>
<td></td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p></p>"
"Select Kokinhousut","Kapealinjaiset unisex-malliset kokinhousut, joissa tasku takana ja oikeassa lahkeessa. 

• 65 % polyesteriä, 35 % puuvillatwilliä
• Paino: 195 g/m²
• Joustavassa vyötärössä säätönyöri
• Tasku takana ja oikeassa lahkeessa
• Kapeat lahkeet
• Unisex-malli
• Laitospesu 85°C
• Kotipesu 60°C
• Valmistusmaa Bangladesh
• Tullikoodi 6203431100

Koot: XS - XXL","<table>
<tr>
<td>Koko</td>
<td>Vyötärön leveys cm</td>
<td>Sisäsauman pituus cm</td>
</tr>
<tr>
<td>XS</td>
<td>36</td>
<td>82</td>
</tr>
<tr>
<td>S</td>
<td>42</td>
<td>82</td>
</tr>
<tr>
<td>M</td>
<td>48</td>
<td>82</td>
</tr>
<tr>
<td>L</td>
<td>54</td>
<td>82</td>
</tr>
<tr>
<td>XL</td>
<td>60</td>
<td>82</td>
</tr>
<tr>
<td>XXL</td>
<td>66</td>
<td>82</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>"
"Essential Kokin Reisitaskuhousut","Rennot reisitaskulliset kokkihousut.

• 65 % polyesteriä, 35 % puuvillatwilliä
• Paino: 195 g/m²
• Kaksi tarrakiinnitteistä reisitaskua
• Joustava vyötärö, jossa säätönyöri
• Takataskut
• Lahkeen pituus 82 cm
• Kotipesu 60°C
• Valmistusmaa Bangladesh
• Tullikoodi 6203431100

Koot: XS - 3XL","<table>
<tr>
<td>Koko</td>
<td>Vyötärön leveys cm</td>
<td>Sisäsauman pituus cm</td>
</tr>
<tr>
<td>XS</td>
<td>36</td>
<td>82</td>
</tr>
<tr>
<td>S</td>
<td>42</td>
<td>82</td>
</tr>
<tr>
<td>M</td>
<td>48</td>
<td>82</td>
</tr>
<tr>
<td>L</td>
<td>54</td>
<td>82</td>
</tr>
<tr>
<td>XL</td>
<td>60</td>
<td>82</td>
</tr>
<tr>
<td>XXL</td>
<td>66</td>
<td>82</td>
</tr>
<tr>
<td>3XL</td>
<td>72</td>
<td>82</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>"
"Artisan Jogging Kokinhousut","Rennot ja nuorekkaat kokinhousut, joissa joustava vyötärö säätönyörillä ja vyölenkeillä. Vaikka kulkevatkin kokkihousut-nimellä, sopivat moneen muuhunkin käyttöön.

• 87 % puuvillaa, 12 % polyesteriä, 1 % elastaania
• Paino: 230 g/m²
• Resorit lahkeissa
• Joustava vyötärö, jossa säätönyöri ja vyölenkit
• Sivu- ja takataskut
• Lahkeen pituus 82 cm
• Pehmeä materiaali
• Kotipesu 40°C
• Valmistusmaa Bangladesh
• Tullikoodi 6203421100

Koot: XS - XXL","<table>
<tr>
<td>Koko</td>
<td>
<p>Vyötärön leveys cm, ei venytettynä </p>
</td>
<td>Sisäsauman pituus cm</td>
</tr>
<tr>
<td>XS</td>
<td>36</td>
<td>82</td>
</tr>
<tr>
<td>S</td>
<td>42</td>
<td>82</td>
</tr>
<tr>
<td>M</td>
<td>48</td>
<td>82</td>
</tr>
<tr>
<td>L</td>
<td>54</td>
<td>82</td>
</tr>
<tr>
<td>XL</td>
<td>60</td>
<td>82</td>
</tr>
<tr>
<td>XXL</td>
<td>66</td>
<td>82</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>"
"Recycled Cargo Kokkihousut","Kierrätyspolyesterista ja puuvillasta valmistetut kevyet kokkihousut.

• 65 % kierrätettyä polyesteria, 35 % puuvillaa
• 170 g/m²
• Kevyt materiaali
• Joustavassa vyötärössä säätönyöri
• Reisitasku, takatasku ja etutaskut
• Valmistusmaa Bangladesh
• Tullikoodi 6211431000","<table>
<tr>
<td>Koko</td>
<td>
<p>Vyötärön leveys cm, ei venytettynä </p>
</td>
<td>Sisäsauman pituus cm</td>
</tr>
<tr>
<td>S</td>
<td>34</td>
<td>82</td>
</tr>
<tr>
<td>M</td>
<td>37</td>
<td>82</td>
</tr>
<tr>
<td>L</td>
<td>40</td>
<td>82</td>
</tr>
<tr>
<td>XL</td>
<td>43</td>
<td>82</td>
</tr>
<tr>
<td>XXL</td>
<td>48</td>
<td>82</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>"
"Performance Chino Shortsit","• 63 % polyesteriä, 35 % puuvillaa, 2 % elastaania
• 260 g/m²
• Etu- ja takataskut
• Joustava kangas
• YKK vetoketju ja metallinappi
• Pesu 60°C
• Alkuperämaa Bangladesh
• Tullikoodi 6203431100

Koot: XS/30'', S/32'', M/34'', L/36'', XL/38'', XXL/40'', 3XL/42'', 4XL/44''","<table>
<tr>
<td>Koko</td>
<td>Ympärysmitta cm*</td>
</tr>
<tr>
<td>XS</td>
<td>82</td>
</tr>
<tr>
<td>S</td>
<td>86</td>
</tr>
<tr>
<td>M</td>
<td>90</td>
</tr>
<tr>
<td>L</td>
<td>94</td>
</tr>
<tr>
<td>XL</td>
<td>98</td>
</tr>
<tr>
<td>XXL</td>
<td>102</td>
</tr>
<tr>
<td>3XL</td>
<td>106</td>
</tr>
<tr>
<td>4XL</td>
<td>110</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>2</td>
</tr>
</table>
<p></p>"
"Adapt Stretch Housut","Adapt housut muototuvat nimensä mukaisesti kaikille sopiviksi! Nylon yhdistettynä elastaaniin tekee näistä housuista todella joustavat, kestävät ja kevyet. Housut sopivat monille eri aloille työskenteleville. Joustava vyötärö takaa mukavan olon koko päiväksi.

• 95 % nailonia, 5 % elastaania
• Paino: 170 g/m²
• Kestävä ja joustava kangas
• Useita taskuja
• Joustava vyötärö
• Unisex malli
• Valmistusmaa Myanmar
• Tullikoodi 6203431100

Koot: XS - 4XL","<table>
<tr>
<td>Koko</td>
<td>
<p>Vyötärön ympärys </p>
</td>
<td>Sisäsauman pituus cm</td>
</tr>
<tr>
<td>XS</td>
<td>74</td>
<td>79</td>
</tr>
<tr>
<td>S</td>
<td>79</td>
<td>79</td>
</tr>
<tr>
<td>M</td>
<td>84</td>
<td>79</td>
</tr>
<tr>
<td>L</td>
<td>89</td>
<td>79</td>
</tr>
<tr>
<td>XL</td>
<td>94</td>
<td>79</td>
</tr>
<tr>
<td>XXL</td>
<td>99</td>
<td>79</td>
</tr>
<tr>
<td>3XL</td>
<td>104</td>
<td>79</td>
</tr>
<tr>
<td>4XL</td>
<td>109</td>
<td>79</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>"
"Coolchecker® Pikee","Tekninen polyesteripikee, joka sopii esimerkiksi ravintolatyöntekijöille helppohoitoisuutensa ansiosta. Kosteus siirtyy iholta paidan kankaaseen, josta se haihtuu nopeasti, ja iho tuntuu jopa viileältä.

• 100 % polyesteriä 
• Paino: 155 g/m²
• Kolme kankaanväristä nappia
• Kudottu ribbikaulus ja hihansuut
• Sivupaneelit lisäävät paidan istuvuutta
• Sivuhalkiot
• Valmistusmaa Kiina/Kambodza
• Tullikoodi 6105201000

Koot: S - 4XL (Black ja Navy S - 5XL)","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>49</td>
<td>68</td>
</tr>
<tr>
<td>M</td>
<td>52</td>
<td>70</td>
</tr>
<tr>
<td>L</td>
<td>55</td>
<td>72</td>
</tr>
<tr>
<td>XL</td>
<td>58</td>
<td>74</td>
</tr>
<tr>
<td>XXL</td>
<td>61</td>
<td>76</td>
</tr>
<tr>
<td>3XL</td>
<td>64</td>
<td>78</td>
</tr>
<tr>
<td>4XL</td>
<td>67</td>
<td>80</td>
</tr>
<tr>
<td>5XL</td>
<td>70</td>
<td>82</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Tuotteen reunasta reunaan hihojen alapuolelta</p>
<p>** Olkapään korkeimmasta kohdasta tuotteen alareunaan</p>"
"Naisten Coolchecker® Pikee","Tekninen polyesteripikee, joka sopii esimerkiksi ravintolatyöntekijöille helppohoitoisuutensa ansiosta. Kosteus siirtyy iholta paidan kankaaseen, josta se haihtuu nopeasti, ja iho tuntuu jopa viileältä.

• 100 % polyesteriä 
• Paino: 155 g/m²
• Kolme kankaanväristä nappia
• Kudottu ribbikaulus ja hihansuut
• Sivupaneelit lisäävät paidan istuvuutta
• Sivuhalkiot
• Valmistusmaa Kiina/Kambodza
• Tullikoodi 6106200000

Koot: XS - XXL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>XS</td>
<td>44</td>
<td>60</td>
</tr>
<tr>
<td>S</td>
<td>47</td>
<td>62</td>
</tr>
<tr>
<td>M</td>
<td>50</td>
<td>64</td>
</tr>
<tr>
<td>L</td>
<td>53</td>
<td>66</td>
</tr>
<tr>
<td>XL</td>
<td>57</td>
<td>68</td>
</tr>
<tr>
<td>XXL</td>
<td>61</td>
<td>70</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Tuotteen reunasta reunaan hihojen alapuolelta</p>
<p>** Etupuolelta olkapään korkeimmasta kohdasta tuotteen alareunaan</p>"
"Contrast Coolchecker® Pikee","Värikkäät yksityiskohdat tuovat tähän polyesteripikeeseen kivasti ilmettä. Kosteus siirtyy iholta paidan kankaaseen, josta se haihtuu nopeasti, ja iho tuntuu jopa viileältä.

• 100 % polyesteriä 
• Paino: 155 g/m²
• Kontrastiväri kauluksessa, nappilistassa ja hihansuissa
• Kolme nappia
• Kudottu ribbikaulus ja hihansuut
• Muotoiltu malli
• Sivupaneelit lisäävät paidan istuvuutta
• Valmistusmaa Kiina/Kambodza
• Tullikoodi 6105201000

Koot: S - 4XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>49</td>
<td>68</td>
</tr>
<tr>
<td>M</td>
<td>52</td>
<td>70</td>
</tr>
<tr>
<td>L</td>
<td>55</td>
<td>72</td>
</tr>
<tr>
<td>XL</td>
<td>58</td>
<td>74</td>
</tr>
<tr>
<td>XXL</td>
<td>61</td>
<td>76</td>
</tr>
<tr>
<td>3XL</td>
<td>64</td>
<td>78</td>
</tr>
<tr>
<td>4XL</td>
<td>67</td>
<td>80</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Tuotteen reunasta reunaan hihojen alapuolelta</p>
<p>** Olkapään korkeimmasta kohdasta tuotteen alareunaan</p>"
"Essential PitkäHihainen Coolchecker Kokinpaita","• 100 % kierrätettyä polyesteriä
• Paino: 155 g/m²
• Vahvistettu mandariinikaulus jossa yksi neppari
• Vasemmassa hihassa kynäpidike
• Selkäpuolella Coolchecker® verkkopaneeli 
• Sivuhalkiot
• Ribbiresorit
• Pesu 60 °C
• Valmistusmaa Myanmar
• Tullikoodi: 6106200000

Koot: XS - 4XL","<table>
<tr>
<td>Koko</td>
<td>Ympärys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>XS</td>
<td>92</td>
<td>67</td>
</tr>
<tr>
<td>S</td>
<td>98</td>
<td>69</td>
</tr>
<tr>
<td>M</td>
<td>104</td>
<td>71</td>
</tr>
<tr>
<td>L</td>
<td>110</td>
<td>73</td>
</tr>
<tr>
<td>XL</td>
<td>116</td>
<td>75</td>
</tr>
<tr>
<td>XXL</td>
<td>122</td>
<td>77</td>
</tr>
<tr>
<td>3XL</td>
<td>128</td>
<td>79</td>
</tr>
<tr>
<td>4XL</td>
<td>134</td>
<td>81</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Tuotteen reunasta reunaan hihojen alapuolelta</p>
<p>** Olkapään korkeimmasta kohdasta tuotteen alareunaan</p>"
"KääNnettäVä Kokinhattu","• 65 % polyesteriä, 35 % puuvillatwilliä
• 195 g/m²
• Käännettävä reuna
• Kudotut ilmareiät
• Kotipesu 60°C
• Valmistusmaa Bangladesh
• Tullikoodi 6504000000

Tuotteen koot:
S - 56 cm
M - 59 cm
L - 62 cm
XL - 65 cm",""
"Lyhythihainen Kokintakki","Lyhythihainen nappikiinnitteinen kokkitakki, jossa mandariinikaulus ja kynätasku vasemmassa hihassa.

• 65 % polyesteriä, 35 % puuvillaa
• Paino: 195 g/m²
• Unisex-malli
• Mandariinikaulus
• Kynätasku vasemmassa hihassa
• Laitospesu 85°C
• Kotipesu 60°C
• Valmistusmaa Bangladesh
• Tullikoodi 6211331000

Koot: XS - 4XL","<table>
<tr>
<td>Koko</td>
<td>Käyttäjän rinnanympärys cm</td>
</tr>
<tr>
<td>XS</td>
<td>77</td>
</tr>
<tr>
<td>S</td>
<td>87</td>
</tr>
<tr>
<td>M</td>
<td>96</td>
</tr>
<tr>
<td>L</td>
<td>107</td>
</tr>
<tr>
<td>XL</td>
<td>117</td>
</tr>
<tr>
<td>XXL</td>
<td>126</td>
</tr>
<tr>
<td>3XL</td>
<td>132</td>
</tr>
<tr>
<td>4XL</td>
<td>138</td>
</tr>
</table>"
"Chef'S Zandana","Suosittu kokin huivipäähine, jossa solmimisnauhat takana.

• 65 % polyesteriä, 35 % puuvillatwilliä
• Paino: 195 g/m²
• Solmimisnauhat takana
• Helppokäyttöinen unisex-malli
• Yksi koko
• Laitospesu 85°C
• Kotipesu 60°C
• Valmistusmaa Kiina
• Tullikoodi 6211331000",""
"Cuisine Kokintakki","Pehmeä ja mukava unisex-mallinen kokintakki irrotettavilla napeilla.

• 65 % polyesteriä, 35 % puuvillatwilliä
• Paino: 195 g/m²
• Mandariini-kaulus
• Irrotettavat mustat napit
• Pehmeä ja mukava unisex-malli
• Laitospesu 85 °C
• Kotipesu 60 °C
• Valmistusmaa Bangladesh
• Tullikoodi 6211331000

Koot: XS - 4XL","<table>
<tr>
<td>Koko</td>
<td>Paidan leveys cm*</td>
<td>EU koko</td>
</tr>
<tr>
<td>XS</td>
<td>46</td>
<td>44</td>
</tr>
<tr>
<td>S</td>
<td>50</td>
<td>46</td>
</tr>
<tr>
<td>M</td>
<td>54</td>
<td>49</td>
</tr>
<tr>
<td>L</td>
<td>58</td>
<td>52</td>
</tr>
<tr>
<td>XL</td>
<td>62</td>
<td>56</td>
</tr>
<tr>
<td>XXL</td>
<td>66</td>
<td>58</td>
</tr>
<tr>
<td>3XL</td>
<td>70</td>
<td>60</td>
</tr>
<tr>
<td>4XL</td>
<td>74</td>
<td>62</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td></td>
</tr>
</table>
<p>*Mitattu hihojen alapuolelta reunasta reunaan</p>"
"Naisten Pitkä Neuletakki","• 55 % puuvillaa, 45 % akryyliä
• Tiheys: 12 gauge
• Pehmeä ja tiheä kudonta
• Seitsemän nappia
• Kaksi etutaskua
• Hihansuissa ja helmassa ribbineulos
• Valmistusmaa Bangladesh
• Tullikoodi 6110209900

Koot: XS - 5XL","<table>
<tr>
<td>Koko</td>
<td>UK koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>XS</td>
<td>8</td>
<td>46</td>
<td>74,5</td>
</tr>
<tr>
<td>S</td>
<td>10</td>
<td>48</td>
<td>75,5</td>
</tr>
<tr>
<td>M</td>
<td>12</td>
<td>50</td>
<td>76,5</td>
</tr>
<tr>
<td>L</td>
<td>14</td>
<td>52</td>
<td>77,5</td>
</tr>
<tr>
<td>XL</td>
<td>16</td>
<td>54</td>
<td>78,5</td>
</tr>
<tr>
<td>XXL</td>
<td>18</td>
<td>56,5</td>
<td>79,5</td>
</tr>
<tr>
<td>3XL</td>
<td>20</td>
<td>59</td>
<td>80,5</td>
</tr>
<tr>
<td>4XL</td>
<td>22</td>
<td>61,5</td>
<td>81,5</td>
</tr>
<tr>
<td>5XL</td>
<td>24</td>
<td>64</td>
<td>82,5</td>
</tr>
<tr>
<td>Tol+/-</td>
<td></td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Tuotteen reunasta reunaan hihojen alapuolelta</p>
<p>** Olkapään korkeimmasta kohdasta tuotteen alareunaan</p>"
"Recycled Collegetakki","Kierrätetystä polyesterista valmistettu collegetakki. Pystykaulukset ja kontrastinvärinen vetoketjun vedin. 

• 100 % kierrätettyä polyesteria
• 280 g/m²
• Kaksi vetoketjullista taskua
• Pystykaulus
• Erinomainen värinsäilyvyys
• Spun-värjätty; vähemmän vettä, kemikaaleja ja CO2-päästöjä
• Valmistusmaa Kiina
• Tullikoodi 6103390090

Koot: S - 4XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>47</td>
<td>68</td>
</tr>
<tr>
<td>M</td>
<td>50</td>
<td>70</td>
</tr>
<tr>
<td>L</td>
<td>56</td>
<td>74</td>
</tr>
<tr>
<td>XL</td>
<td>59</td>
<td>76</td>
</tr>
<tr>
<td>XXL</td>
<td>63</td>
<td>78</td>
</tr>
<tr>
<td>3XL</td>
<td>66</td>
<td>81</td>
</tr>
<tr>
<td>4XL</td>
<td>71</td>
<td>84</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>2,5</td>
<td>2,5</td>
</tr>
</table>
<p>* Tuotteen reunasta reunaan 2 cm hihojen alapuolelta</p>
<p>** Olkapään korkeimmasta kohdasta tuotteen alareunaan</p>"
"Recyclight Kevyttoppatakki","Ihana ja kevyt vettä hylkivä toppatakki on valmistettu kierrätysmateriaaleista. Pakattavissa mukana olevaan pussiin. Todellinen varmuuden varalle -takki.

• Päälipinta: 100 % kierrätettyä nailonia
• Vuori ja täyte: 100 % kierrätettyä polyesteriä - 38 g/m²
• Kaksi vetoketjullista sivutaskua
• Povitasku
• Mukana pussi, johon takin voi pakata
• Helmassa vetoketju merkkausta varten
• Suositeltu merkkaustapa: silkkipaino, siirtokuva ja brodeeraus
• Valmistusmaa Bangladesh
• Tullikoodi 6201409019

Koot: S - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>53,5</td>
<td>72</td>
</tr>
<tr>
<td>M</td>
<td>56,5</td>
<td>74</td>
</tr>
<tr>
<td>L</td>
<td>59,5</td>
<td>76</td>
</tr>
<tr>
<td>XL</td>
<td>62,5</td>
<td>78</td>
</tr>
<tr>
<td>XXL</td>
<td>65,5</td>
<td>80</td>
</tr>
<tr>
<td>3XL</td>
<td>68,5</td>
<td>82</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Leveys mitattu hihojen alapuolelta reunasta reunaan</p>
<p>** Pituus mitattu selkäpuolelta olkapään korkeimmasta kohdasta helmaan</p>"
"Naisten Recyclight Kevyttoppatakki","Ihana ja kevyt vedenpitävä toppatakki on valmistettu kierrätysmateriaaleista. Pakattavissa mukana olevaan pussiin. Todellinen varmuuden varalle -takki.

• Päälipinta: 100 % kierrätettyä nailonia
• Vuori ja täyte: 100 % kierrätettyä polyesteriä - 38 g/m²
• Kaksi vetoketjullista sivutaskua
• Povitasku
• Mukana pussi, johon takin voi pakata
• Helmassa vetoketju merkkausta varten
• Suositeltu merkkaustapa: silkkipaino, siirtokuva ja brodeeraus
• Valmistusmaa Bangladesh
• Tullikoodi 6202309019

Koot: S - XXL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>49</td>
<td>68</td>
</tr>
<tr>
<td>M</td>
<td>52</td>
<td>70</td>
</tr>
<tr>
<td>L</td>
<td>55</td>
<td>72</td>
</tr>
<tr>
<td>XL</td>
<td>58</td>
<td>74</td>
</tr>
<tr>
<td>XXL</td>
<td>61</td>
<td>73</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Leveys mitattu hihojen alapuolelta reunasta reunaan</p>
<p>** Pituus mitattu selkäpuolelta olkapään korkeimmasta kohdasta helmaan</p>"
"Lyhythihainen Coolchecker® Kokintakki","Lyhythihaisessa kokkitakissa on Coolchecker®-materiaalista valmistettu hengittävä takapaneeli, mikä takaa sen, että käyttäjän olo pysyy raikkaana kuumassa keittiössä.

• 65 % polyesteriä, 35 % puuvillaa
• Paino: 170 g/m²
• Takaosassa hengittävä Coolchecker®-paneeli
• Mandariinikaulus
• Hihassa kaksi kynätaskua
• Kankaanväriset napit
• Kotipesu 60°C
• Valmistusmaa Bangladesh
• Tullikoodi 6211331000

Koot: XS - XXL",""
"PitkäHihainen Coolchecker® Kokintakki","Pitkähihaisessa kokkitakissa on Coolchecker®-materiaalista valmistettu hengittävä takapaneeli, mikä takaa sen, että käyttäjän olo pysyy raikkaana kuumassa keittiössä.

• 65 % polyesteriä, 35 % puuvillatwilliä
• Paino: 170 g/m²
• Takaosassa hengittävä Coolchecker®-paneeli
• Mandariinikaulus
• Hihassa taskut kynille
• Kankaanväriset napit
• Kotipesu 60°C
• Valmistusmaa Bangladesh
• Tullikoodi 6211331000

Koot: XS - XXL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>XS</td>
<td>48</td>
<td>76</td>
</tr>
<tr>
<td>S</td>
<td>52</td>
<td>76</td>
</tr>
<tr>
<td>M</td>
<td>56</td>
<td>76</td>
</tr>
<tr>
<td>L</td>
<td>60</td>
<td>76</td>
</tr>
<tr>
<td>XL</td>
<td>64</td>
<td>76</td>
</tr>
<tr>
<td>XXL</td>
<td>68</td>
<td>76</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Mitattu hihojen alapuolelta reunasta reunaan</p>
<p>** Mitattu kauluksen sivusaumasta helmaan selkäpuolelta</p>"
"Anchor Non-Slip KokinkengäT","• Päälipuoli EVA-kumia, liukumaton kumipohja
• Käännettävä nilkkaremmi
• Antistaattinen kevyt ja vedenpitävä materiaali
• Iskunvaimennus
• Valmistusmaa Kiina
• Tullikoodi 6402999300

Koot: 36/37 - 44/45",""
"Canvas Ostoskassi 20 L","• 100 % puuvillacanvasta
• Paino: 407 g/m²
• Koko: 39 x 42 x 13 cm
• Tilavuus: 20 litraa
• Kantohihnojen pituus 58 cm, voidaan kantaa kädessä tai olalla
• Suositeltu merkkaustapa: brodeeraus, merkki, silkkipaino, siirtokuva ja digipaino
• Valmistusmaa Kiina
• Tullikoodi 4202929890",""
"Stockholm LäPpäRireppu 16 L","• 100 % kierrätettyä 600D polyesteriä
• Koko: 41 x 37 x 11 cm
• Tilavuus: 16 litraa
• 100 % Control Unionin GRS sertifioitua polyesteriä. 
• Vettähylkivä kangas
• Pehmustettu läppäritasku 16'' saakka
• Vetoketjulliset taskut edessä ja selkäpuolella
• Kankaanväriset PU vetoketjut
• Selkäpuolella tamppi, jolla laukun saa kiinni vetolaukkuun
• Pehmustetut ja säädettävät olkahihnat
• Kantokahvat
• Valmistusmaa Kiina
• Tullikoodi 4202929190",""
"Stockholm Tech SäIlytyspussi 4 L","• 100 % kierrätettyä 600D polyesteriä
• 100 % Control Unionin GRS sertifioitua polyesteriä. 
• Koko 41 x 37 x 11 cm
• Vettähylkivä kangas
• Vetoketjullinen etutasku
• Sisäpuolella vetoketjullinen tasku, verkkotaskuja ja kaksi slip-taskua
• Kankaanväriset PU vetoketjun vetimet
• Valmistusmaa Kiina
• Tullikoodi 4202329090",""
"Pukupussi","• 210D-polyesteriä
• Koko: 60 x 100 cm
• Läpinäkyvä nimikorttitasku
• Vetoketjukiinnitys
• Aukko henkarin koukulle
• Suositeltu merkkaustapa: merkki ja siirtokuva
• Valmistusmaa Kiina
• Tullikoodi 4202929890",""
"Pitch Black 24h PäIväReppu 20 L","• 1000D-polyesteriä
• Koko: 33 x 50 x 21 cm
• Tilavuus: 20 litraa
• Tarvittaessa lisätilaa leveyteen 4 cm eli 5 litraa
• Vettähylkivä kangas
• Pehmustettu tasku 15,6’’ kannettavalle tietokoneelle
• Säädettävä rintahihna
• Polyesterivuori
• Etutaskussa pikkutaskuja
• Sisäpuolella joustava lenkki esim. pullolle
• Hengittävä verkkotakapaneeli
• Kantokahva
• Suositeltu merkkaustapa: brodeeraus, merkki ja siirtokuva
• Valmistusmaa Kiina
• Tullikoodi 4202929190",""
"Pitch Black 72h Weekender Kassi/Reppu 28 L","28 litraiseen laukkuun mahtuu kätevästi tarvittavat tavarat reissuun kuin reissuun.

• 1000D-polyesteriä
• Koko: 31 x 55 x 25 cm
• Tilavuus: 28 litraa
• Vettähylkivä kangas
• Polyesterivuori
• Pehmustettu tasku 15.6’’ kannettavalle tietokoneelle
• Etutaskussa pikkutaskuja
• Vetoketjullinen sivutasku esim. pullolle tai sateenvarjolle
• Hengittävä verkkotakapaneeli
• Kannettavissa reppuna tai olkalaukkuna
• Suositeltu merkkaustapa: brodeeraus, merkki ja siirtokuva
• Valmistusmaa Kiina
• Tullikoodi 4202929190",""
"Vintage Canvas Mini Reporter 3,5 L","• Pestyä puuvillacanvasta
• Koko: 18,5 x 22,5 x 8 cm
• Tilavuus: 3,5 litraa
• Kaksisävyinen säädettävä olkahihna
• Vetoketjullinen etutasku, johon helppo tehdä painatus
• Valmistusmaa Kiina
• Tullikoodi 4202929890",""
